Configuration,Cache_Line_Size,L1I_Size,L1I_Assoc,L1D_Size,L1D_Assoc,L2_Size,L2_Assoc,sim_seconds,CPI,L1D_Miss_Rate,L1I_Miss_Rate,L2_Miss_Rate,sim_insts
speclibm_cl32_l1i32kB_l1ia4_l1d64kB_l1da4_l22MB_l2a4,32,32kB,4,64kB,4,2MB,4,0.039125,3.912486,0.121842,0.000810,0.999916,10000000
speclibm_cl32_l1i32kB_l1ia4_l1d64kB_l1da4_l22MB_l2a8,32,32kB,4,64kB,4,2MB,8,0.039125,3.912486,0.121842,0.000810,0.999916,10000000
speclibm_cl32_l1i32kB_l1ia4_l1d64kB_l1da4_l2512kB_l2a4,32,32kB,4,64kB,4,512kB,4,0.039225,3.922516,0.121842,0.000810,0.999916,10000000
speclibm_cl32_l1i32kB_l1ia4_l1d64kB_l1da4_l2512kB_l2a8,32,32kB,4,64kB,4,512kB,8,0.039225,3.922516,0.121842,0.000810,0.999916,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da2_l21MB_l2a4,32,64kB,2,128kB,2,1MB,4,0.039191,3.919143,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da2_l21MB_l2a8,32,64kB,2,128kB,2,1MB,8,0.039191,3.919143,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da2_l2256kB_l2a4,32,64kB,2,128kB,2,256kB,4,0.039826,3.982641,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da2_l2256kB_l2a8,32,64kB,2,128kB,2,256kB,8,0.039766,3.976627,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da2_l22MB_l2a4,32,64kB,2,128kB,2,2MB,4,0.039124,3.912444,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da2_l22MB_l2a8,32,64kB,2,128kB,2,2MB,8,0.039124,3.912444,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da2_l2512kB_l2a4,32,64kB,2,128kB,2,512kB,4,0.039224,3.922442,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da2_l2512kB_l2a8,32,64kB,2,128kB,2,512kB,8,0.039224,3.922442,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da4_l21MB_l2a4,32,64kB,2,128kB,4,1MB,4,0.039191,3.919143,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da4_l21MB_l2a8,32,64kB,2,128kB,4,1MB,8,0.039191,3.919143,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da4_l2256kB_l2a4,32,64kB,2,128kB,4,256kB,4,0.039826,3.982641,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da4_l2256kB_l2a8,32,64kB,2,128kB,4,256kB,8,0.039827,3.982654,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da4_l22MB_l2a4,32,64kB,2,128kB,4,2MB,4,0.039124,3.912444,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da4_l22MB_l2a8,32,64kB,2,128kB,4,2MB,8,0.039124,3.912444,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da4_l2512kB_l2a4,32,64kB,2,128kB,4,512kB,4,0.039224,3.922442,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d128kB_l1da4_l2512kB_l2a8,32,64kB,2,128kB,4,512kB,8,0.039224,3.922442,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da2_l21MB_l2a4,32,64kB,2,16kB,2,1MB,4,0.039191,3.919143,0.121844,0.000825,0.999832,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da2_l21MB_l2a8,32,64kB,2,16kB,2,1MB,8,0.039191,3.919143,0.121844,0.000825,0.999832,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da2_l2256kB_l2a4,32,64kB,2,16kB,2,256kB,4,0.039241,3.924091,0.121844,0.000825,0.999832,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da2_l2256kB_l2a8,32,64kB,2,16kB,2,256kB,8,0.039242,3.924165,0.121844,0.000825,0.999832,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da2_l22MB_l2a4,32,64kB,2,16kB,2,2MB,4,0.039124,3.912444,0.121844,0.000825,0.999832,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da2_l22MB_l2a8,32,64kB,2,16kB,2,2MB,8,0.039124,3.912444,0.121844,0.000825,0.999832,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da2_l2512kB_l2a4,32,64kB,2,16kB,2,512kB,4,0.039224,3.922442,0.121844,0.000825,0.999832,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da2_l2512kB_l2a8,32,64kB,2,16kB,2,512kB,8,0.039225,3.922491,0.121844,0.000825,0.999832,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da4_l21MB_l2a4,32,64kB,2,16kB,4,1MB,4,0.039191,3.919143,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da4_l21MB_l2a8,32,64kB,2,16kB,4,1MB,8,0.039191,3.919143,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da4_l2256kB_l2a4,32,64kB,2,16kB,4,256kB,4,0.039241,3.924091,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da4_l2256kB_l2a8,32,64kB,2,16kB,4,256kB,8,0.039241,3.924066,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da4_l22MB_l2a4,32,64kB,2,16kB,4,2MB,4,0.039124,3.912444,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da4_l22MB_l2a8,32,64kB,2,16kB,4,2MB,8,0.039124,3.912444,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da4_l2512kB_l2a4,32,64kB,2,16kB,4,512kB,4,0.039224,3.922442,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d16kB_l1da4_l2512kB_l2a8,32,64kB,2,16kB,4,512kB,8,0.039224,3.922442,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da2_l21MB_l2a4,32,64kB,2,32kB,2,1MB,4,0.039191,3.919143,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da2_l21MB_l2a8,32,64kB,2,32kB,2,1MB,8,0.039191,3.919143,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da2_l2256kB_l2a4,32,64kB,2,32kB,2,256kB,4,0.039241,3.924115,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da2_l2256kB_l2a8,32,64kB,2,32kB,2,256kB,8,0.039241,3.924091,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da2_l22MB_l2a4,32,64kB,2,32kB,2,2MB,4,0.039124,3.912444,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da2_l22MB_l2a8,32,64kB,2,32kB,2,2MB,8,0.039124,3.912444,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da2_l2512kB_l2a4,32,64kB,2,32kB,2,512kB,4,0.039224,3.922442,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da2_l2512kB_l2a8,32,64kB,2,32kB,2,512kB,8,0.039224,3.922442,0.121842,0.000825,0.999862,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da4_l21MB_l2a4,32,64kB,2,32kB,4,1MB,4,0.039191,3.919143,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da4_l21MB_l2a8,32,64kB,2,32kB,4,1MB,8,0.039191,3.919143,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da4_l2256kB_l2a4,32,64kB,2,32kB,4,256kB,4,0.039241,3.924115,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da4_l2256kB_l2a8,32,64kB,2,32kB,4,256kB,8,0.039241,3.924091,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da4_l22MB_l2a4,32,64kB,2,32kB,4,2MB,4,0.039124,3.912444,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da4_l22MB_l2a8,32,64kB,2,32kB,4,2MB,8,0.039124,3.912444,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da4_l2512kB_l2a4,32,64kB,2,32kB,4,512kB,4,0.039224,3.922442,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d32kB_l1da4_l2512kB_l2a8,32,64kB,2,32kB,4,512kB,8,0.039224,3.922442,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da2_l21MB_l2a4,32,64kB,2,64kB,2,1MB,4,0.039191,3.919143,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da2_l21MB_l2a8,32,64kB,2,64kB,2,1MB,8,0.039191,3.919143,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da2_l2256kB_l2a4,32,64kB,2,64kB,2,256kB,4,0.039241,3.924115,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da2_l2256kB_l2a8,32,64kB,2,64kB,2,256kB,8,0.039241,3.924091,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da2_l22MB_l2a4,32,64kB,2,64kB,2,2MB,4,0.039124,3.912444,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da2_l22MB_l2a8,32,64kB,2,64kB,2,2MB,8,0.039124,3.912444,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da2_l2512kB_l2a4,32,64kB,2,64kB,2,512kB,4,0.039224,3.922442,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da2_l2512kB_l2a8,32,64kB,2,64kB,2,512kB,8,0.039224,3.922442,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da4_l21MB_l2a4,32,64kB,2,64kB,4,1MB,4,0.039191,3.919143,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da4_l21MB_l2a8,32,64kB,2,64kB,4,1MB,8,0.039191,3.919143,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da4_l2256kB_l2a4,32,64kB,2,64kB,4,256kB,4,0.039241,3.924115,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da4_l2256kB_l2a8,32,64kB,2,64kB,4,256kB,8,0.039241,3.924091,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da4_l22MB_l2a4,32,64kB,2,64kB,4,2MB,4,0.039124,3.912444,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da4_l22MB_l2a8,32,64kB,2,64kB,4,2MB,8,0.039124,3.912444,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da4_l2512kB_l2a4,32,64kB,2,64kB,4,512kB,4,0.039224,3.922442,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia2_l1d64kB_l1da4_l2512kB_l2a8,32,64kB,2,64kB,4,512kB,8,0.039224,3.922442,0.121842,0.000825,0.999866,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da2_l21MB_l2a4,32,64kB,4,128kB,2,1MB,4,0.039191,3.919143,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da2_l21MB_l2a8,32,64kB,4,128kB,2,1MB,8,0.039192,3.919204,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da2_l2256kB_l2a4,32,64kB,4,128kB,2,256kB,4,0.039826,3.982641,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da2_l2256kB_l2a8,32,64kB,4,128kB,2,256kB,8,0.039765,3.976513,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da2_l22MB_l2a4,32,64kB,4,128kB,2,2MB,4,0.039125,3.912486,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da2_l22MB_l2a8,32,64kB,4,128kB,2,2MB,8,0.039125,3.912486,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da2_l2512kB_l2a4,32,64kB,4,128kB,2,512kB,4,0.039225,3.922516,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da2_l2512kB_l2a8,32,64kB,4,128kB,2,512kB,8,0.039225,3.922516,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da4_l21MB_l2a4,32,64kB,4,128kB,4,1MB,4,0.039191,3.919143,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da4_l21MB_l2a8,32,64kB,4,128kB,4,1MB,8,0.039192,3.919204,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da4_l2256kB_l2a4,32,64kB,4,128kB,4,256kB,4,0.039826,3.982641,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da4_l2256kB_l2a8,32,64kB,4,128kB,4,256kB,8,0.039824,3.982403,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da4_l22MB_l2a4,32,64kB,4,128kB,4,2MB,4,0.039125,3.912486,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da4_l22MB_l2a8,32,64kB,4,128kB,4,2MB,8,0.039125,3.912486,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da4_l2512kB_l2a4,32,64kB,4,128kB,4,512kB,4,0.039225,3.922516,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d128kB_l1da4_l2512kB_l2a8,32,64kB,4,128kB,4,512kB,8,0.039225,3.922516,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da2_l21MB_l2a4,32,64kB,4,16kB,2,1MB,4,0.039191,3.919143,0.121844,0.000807,0.999893,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da2_l21MB_l2a8,32,64kB,4,16kB,2,1MB,8,0.039191,3.919143,0.121844,0.000807,0.999893,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da2_l2256kB_l2a4,32,64kB,4,16kB,2,256kB,4,0.039241,3.924091,0.121844,0.000807,0.999893,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da2_l2256kB_l2a8,32,64kB,4,16kB,2,256kB,8,0.039242,3.924165,0.121844,0.000807,0.999893,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da2_l22MB_l2a4,32,64kB,4,16kB,2,2MB,4,0.039124,3.912444,0.121844,0.000807,0.999893,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da2_l22MB_l2a8,32,64kB,4,16kB,2,2MB,8,0.039124,3.912444,0.121844,0.000807,0.999893,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da2_l2512kB_l2a4,32,64kB,4,16kB,2,512kB,4,0.039224,3.922442,0.121844,0.000807,0.999893,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da2_l2512kB_l2a8,32,64kB,4,16kB,2,512kB,8,0.039225,3.922491,0.121844,0.000807,0.999893,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da4_l21MB_l2a4,32,64kB,4,16kB,4,1MB,4,0.039191,3.919143,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da4_l21MB_l2a8,32,64kB,4,16kB,4,1MB,8,0.039192,3.919204,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da4_l2256kB_l2a4,32,64kB,4,16kB,4,256kB,4,0.039241,3.924091,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da4_l2256kB_l2a8,32,64kB,4,16kB,4,256kB,8,0.039240,3.924041,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da4_l22MB_l2a4,32,64kB,4,16kB,4,2MB,4,0.039125,3.912486,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da4_l22MB_l2a8,32,64kB,4,16kB,4,2MB,8,0.039125,3.912486,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da4_l2512kB_l2a4,32,64kB,4,16kB,4,512kB,4,0.039225,3.922516,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d16kB_l1da4_l2512kB_l2a8,32,64kB,4,16kB,4,512kB,8,0.039225,3.922532,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da2_l21MB_l2a4,32,64kB,4,32kB,2,1MB,4,0.039191,3.919143,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da2_l21MB_l2a8,32,64kB,4,32kB,2,1MB,8,0.039192,3.919204,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da2_l2256kB_l2a4,32,64kB,4,32kB,2,256kB,4,0.039241,3.924066,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da2_l2256kB_l2a8,32,64kB,4,32kB,2,256kB,8,0.039241,3.924091,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da2_l22MB_l2a4,32,64kB,4,32kB,2,2MB,4,0.039125,3.912486,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da2_l22MB_l2a8,32,64kB,4,32kB,2,2MB,8,0.039125,3.912486,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da2_l2512kB_l2a4,32,64kB,4,32kB,2,512kB,4,0.039225,3.922516,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da2_l2512kB_l2a8,32,64kB,4,32kB,2,512kB,8,0.039225,3.922516,0.121842,0.000807,0.999923,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da4_l21MB_l2a4,32,64kB,4,32kB,4,1MB,4,0.039191,3.919143,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da4_l21MB_l2a8,32,64kB,4,32kB,4,1MB,8,0.039192,3.919204,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da4_l2256kB_l2a4,32,64kB,4,32kB,4,256kB,4,0.039241,3.924066,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da4_l2256kB_l2a8,32,64kB,4,32kB,4,256kB,8,0.039241,3.924091,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da4_l22MB_l2a4,32,64kB,4,32kB,4,2MB,4,0.039125,3.912486,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da4_l22MB_l2a8,32,64kB,4,32kB,4,2MB,8,0.039125,3.912486,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da4_l2512kB_l2a4,32,64kB,4,32kB,4,512kB,4,0.039225,3.922516,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d32kB_l1da4_l2512kB_l2a8,32,64kB,4,32kB,4,512kB,8,0.039225,3.922516,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da2_l21MB_l2a4,32,64kB,4,64kB,2,1MB,4,0.039191,3.919143,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da2_l21MB_l2a8,32,64kB,4,64kB,2,1MB,8,0.039192,3.919204,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da2_l2256kB_l2a4,32,64kB,4,64kB,2,256kB,4,0.039241,3.924066,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da2_l2256kB_l2a8,32,64kB,4,64kB,2,256kB,8,0.039241,3.924091,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da2_l22MB_l2a4,32,64kB,4,64kB,2,2MB,4,0.039125,3.912486,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da2_l22MB_l2a8,32,64kB,4,64kB,2,2MB,8,0.039125,3.912486,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da2_l2512kB_l2a4,32,64kB,4,64kB,2,512kB,4,0.039225,3.922516,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da2_l2512kB_l2a8,32,64kB,4,64kB,2,512kB,8,0.039225,3.922516,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da4_l21MB_l2a4,32,64kB,4,64kB,4,1MB,4,0.039191,3.919143,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da4_l21MB_l2a8,32,64kB,4,64kB,4,1MB,8,0.039192,3.919204,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da4_l2256kB_l2a4,32,64kB,4,64kB,4,256kB,4,0.039241,3.924066,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da4_l2256kB_l2a8,32,64kB,4,64kB,4,256kB,8,0.039241,3.924091,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da4_l22MB_l2a4,32,64kB,4,64kB,4,2MB,4,0.039125,3.912486,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da4_l22MB_l2a8,32,64kB,4,64kB,4,2MB,8,0.039125,3.912486,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da4_l2512kB_l2a4,32,64kB,4,64kB,4,512kB,4,0.039225,3.922516,0.121842,0.000807,0.999926,10000000
speclibm_cl32_l1i64kB_l1ia4_l1d64kB_l1da4_l2512kB_l2a8,32,64kB,4,64kB,4,512kB,8,0.039225,3.922516,0.121842,0.000807,0.999926,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da2_l21MB_l2a4,64,128kB,2,128kB,2,1MB,4,0.026176,2.617581,0.060935,0.000835,0.999812,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da2_l21MB_l2a8,64,128kB,2,128kB,2,1MB,8,0.026176,2.617581,0.060935,0.000835,0.999812,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da2_l2256kB_l2a4,64,128kB,2,128kB,2,256kB,4,0.026186,2.618597,0.060935,0.000835,0.999812,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da2_l2256kB_l2a8,64,128kB,2,128kB,2,256kB,8,0.026180,2.618001,0.060935,0.000835,0.999812,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da2_l22MB_l2a4,64,128kB,2,128kB,2,2MB,4,0.026067,2.606680,0.060935,0.000835,0.999812,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da2_l22MB_l2a8,64,128kB,2,128kB,2,2MB,8,0.026067,2.606680,0.060935,0.000835,0.999812,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da2_l2512kB_l2a4,64,128kB,2,128kB,2,512kB,4,0.026286,2.628585,0.060935,0.000835,0.999812,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da2_l2512kB_l2a8,64,128kB,2,128kB,2,512kB,8,0.026286,2.628585,0.060935,0.000835,0.999812,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da4_l21MB_l2a4,64,128kB,2,128kB,4,1MB,4,0.026176,2.617581,0.060934,0.000835,0.999819,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da4_l21MB_l2a8,64,128kB,2,128kB,4,1MB,8,0.026176,2.617581,0.060934,0.000835,0.999819,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da4_l2256kB_l2a4,64,128kB,2,128kB,4,256kB,4,0.026182,2.618241,0.060934,0.000835,0.999819,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da4_l2256kB_l2a8,64,128kB,2,128kB,4,256kB,8,0.026182,2.618241,0.060934,0.000835,0.999819,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da4_l22MB_l2a4,64,128kB,2,128kB,4,2MB,4,0.026067,2.606680,0.060934,0.000835,0.999819,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da4_l22MB_l2a8,64,128kB,2,128kB,4,2MB,8,0.026067,2.606680,0.060934,0.000835,0.999819,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da4_l2512kB_l2a4,64,128kB,2,128kB,4,512kB,4,0.026286,2.628585,0.060934,0.000835,0.999819,10000000
speclibm_cl64_l1i128kB_l1ia2_l1d128kB_l1da4_l2512kB_l2a8,64,128kB,2,128kB,4,512kB,8,0.026286,2.628585,0.060934,0.000835,0.999819,10000000
